,rownum,adult,budget,genres,imdb_id,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,cast,crew,id
2713,18255,0,130000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",tt1194173,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Captivate Entertainment', 'id': 25716}]",2012-08-08,276572938.0,120.0,152991835.0,239792085429.0,"['/g8gheNEdPSXWH5SnjfjTYWj5ziU.jpg', '/wV2QxhLUHVFAkdvLxzO26o5ncmX.jpg', '/eIkFHNlfretLS1spAcIoihKUS62.jpg', '/aKUJwCKhl4qCi7j7M7TRpqWLmmO.jpg', '/9G0urAVBBP9FRX1wrxkdZCj3VCW.jpg', '/Atg0mSjK9Dl98YBsFvBuGO8PG5m.jpg', '/f5YsiDnUSBYhdzDXKW2w0iGK3i2.jpg', '/2BTzSQUa3RXPqeeNjbJqnyIBePE.jpg', '/z3H7if45AI2bpT98m5geAXdlrSV.jpg', '/ndPB1vDNxw5BmQ40m0WJF3zHhfB.jpg', '/yhMa3nzOsxQYSLr51OcvCsrovFa.jpg', '/5P9hWKVBXVD6bNdDO3O7upa1A6S.jpg', '/9nVHCoYxCpGh9pO00xp7SybWd7b.jpg', '/2CzntEpJZ4azYIGS6rstIqhxfPT.jpg', '/x9huC1iIlzU0ev9B61So34b9n3X.jpg', '/2mQAXKYbqP7Lhhsdz3OBYB6IMCw.jpg', '/8jS7kzs01qMOHIltiDI2TQckmgs.jpg', '/nfcO4QPTlPXB4UVX1k0Jqp8nc5H.jpg', '/3jaEuHmPwmoSpDeZHAgBhum6ZrS.jpg', '/2MEcL4LjvOF20KgJx34pguzPi27.jpg', '/2RsStgOBJliUSUrqTaJwio974gV.jpg', '/vnQMhDlZ1BX0BiUikoSo6BXU1Ii.jpg', '/bQbyb11FgEPwNSfFeb6ChTfkqEM.jpg', '/phFnSVDugcvpzid3gHAiIkIcNzK.jpg', '/sMWL91WT8dSVcYxInDmWntz5Bnm.jpg', '/gVGnJHsd5rGEmEsk4w8snZMyMO5.jpg', None, '/5PP5K8EgMhcRA3n1IfRhfcxDS5M.jpg', '/fu1rapwZfqYQvHXQAI06XiujT9X.jpg', '/6Pi2Tdm5bBhrdIkj43SUESu2SOp.jpg', '/ewJlnhcBM7wRvEO63dz6ynLFeHk.jpg']",/yxIBhjYzWwAKV356JNeM8IIvW7Q.jpg,49040
2714,18258,0,125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt1515091,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wigram Productions', 'id': 23202}]",2011-11-22,334615000.0,129.0,637821780.0,831401814658.0,"['/1YjdSym1jTG7xjHSI0yGGWEsw5i.jpg', '/yzVboK3mSpWRr39EXBlYTo4ndcn.jpg', '/r8ZvwQudTs243EIPU1ARPq2D4I8.jpg', '/pWYWVk0DsjA19G0AO8006LhATZz.jpg', '/utp6IT1cLk80RgJzehBIWkSQ8FJ.jpg', '/uRapxZIWwfcmOl2rzlz77oCC1e4.jpg', '/zcJ2W9BuiBPohtOkPFcYuFfCzji.jpg', '/uaRoTAS2D15vdlpHm122UEUg5ck.jpg', '/gc1DrDlzfQcA7gxx9Ke7Ul8vgww.jpg', '/nYYIFy3Rc6iEx8UdpwevSwYdwps.jpg', '/fHLtf1RvQ2i6ZudyL0WRwmEeTxv.jpg', '/uqHI2PLeGFxdjlw0qIk1D17NjWb.jpg', '/hyWejQQnNfXETrSne4yp3JSjLNm.jpg', '/mexkcCE73oe09ZqEttX2FwelueM.jpg', None, '/pYSjqU19F2te9AMJXpacIRzHI9.jpg', '/jGo9wrCxV81pgNVkzO2B1Wnuett.jpg', None, None, '/g7PQnv2ALgFAyt6ObsmaTGy24cm.jpg', '/c60WxtQceDxOp7sd2iWhOqn5Y2l.jpg', '/hWXtzA6xhnGFu7ZGLsijufnOpks.jpg', '/aCarXz5DoC6ycy4Sn3RptzQeNGE.jpg', None, '/3dkiAdWPMPiPRqwi5MVBFOSD9Xo.jpg']",/uLpiixgcko2W5GLsqBEvSfluyEs.jpg,58574
2715,18259,0,45202.0,"[{'id': 99, 'name': 'Documentary'}]",tt1687247,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'YouTube', 'id': 49694}, {'name': 'LG', 'id': 49695}]",2011-01-27,225861.0,95.0,1.0,571440409843.0,"['/5HsC8gyugji47nijoivOv8b1dSS.jpg', None, None, None]",/2Jv0qVYA7i9HJ5EVoY41PskiZYq.jpg,66150
2716,18267,0,7700000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1372686,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Synchronistic Pictures', 'id': 1260}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Atlantic Swiss Productions', 'id': 22310}, {'name': 'Hermetof Pictures', 'id': 23558}, {'name': 'Magna Films', 'id': 23559}, {'name': 'Kalkronkie', 'id': 23560}, {'name': 'Artemis Films', 'id': 23561}, {'name': 'Lonely Dragon', 'id': 23563}, {'name': 'Magnolia Mae Films', 'id': 44091}]",2011-02-14,1072602.0,123.0,1.0,393235860644.0,"['/i54XoxYieuff2w6MwyfwVUBvmR0.jpg', '/nt6wcXariJ2kQiMFocMUjvVP92A.jpg', '/lGvB2xP7sotwSslSTovL5nxnzBC.jpg', '/oqu4Ra8jfKvKoeOtVZiWoNvfvji.jpg', '/eyv98YlnRuOOUNCD1U6w2yZDRA2.jpg', '/hGxsPCZkwa30UE0XQdGTB9yT0jz.jpg', '/n9NorD6bQfFJlW4IcJ6WoGiAKcR.jpg', '/m15C58NWii5WCIg57Llr7hejnfy.jpg', '/iOKWcdeCNbEREAWMWIZBy6p805j.jpg', '/a9kFSwRPiKhjlpGXczeXEQ1chtR.jpg', '/qcPu5ECNGAvvYosZxFMMBJDJQoK.jpg', None, None, '/8IFIfzcbDEckgIBciN1ZU2ZryGb.jpg']",/nt6wcXariJ2kQiMFocMUjvVP92A.jpg,101173
2717,18285,0,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt1625346,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Denver and Delilah Productions', 'id': 3574}, {'name': 'Indian Paintbrush', 'id': 9350}]",2011-12-16,22939027.0,94.0,419875093.0,216877885803.0,"['/aHOB9UMgSI7MlXF3GMZaVQXqfQg.jpg', '/dq3uNmTB7r8XTtadV3OD3N7LqV6.jpg', '/djhTpbOvrfdDsWZFFintj2Uv47a.jpg', '/xwMhNtsH7ebNVcNS5aaXCt9riP.jpg', '/aSD4h5379b2eEw3bLou9ByLimmq.jpg', '/hdmZKB8JoKSBtRsozEDvEUejP7Y.jpg', '/zNn7lSWpuiWIUriG48GfO6OzSLS.jpg', '/nkv0u13BeLNl3oaV3SPXMySNjOd.jpg', '/A1Whvk91g7uMZHjRX5rdxJsofeY.jpg', '/2Uz3BwwwgwmCZMqaR846TPtC7BX.jpg', '/ydB2JxWnR1W0yTPfw4OIhu0y9ai.jpg', None, '/nae3zfkGZvr56xaP8k2QBfQArxm.jpg', '/nFyHymjwsgHC73hBUOo0UnKA0oF.jpg', '/iQJMXqr5GeZogy1Ku6kPRtNl1mJ.jpg', '/jPoNW5fugs5h8AbcE7H5OBm04Tm.jpg', '/mKDSED8DS0mZQVj9LclrSlR4DFE.jpg', '/zDnawujXFcWQ7qejW2GdRTfbL48.jpg']",/bW44MnIOve5kqqtcmmbzBre0N7D.jpg,57157
2718,18288,0,56000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",tt1598822,"[{'name': 'New Line Cinema', 'id': 12}]",2011-12-08,142044638.0,118.0,836146362.0,646065370728.0,"['/lvTSwUcvJRLAJ2FB5qFaukel516.jpg', '/jOHVi7v3lvohI6KY7adnioiX5yl.jpg', '/cGEvhWHlJmSrYfkpfCtfZVeRVsP.jpg', '/xddYLCp8zWLgYcQRck7REEgCUWl.jpg', '/pv0Bt2pJ40iQfoido2D8LI4Z0il.jpg', '/l0nzNkwTTT4a7QDC3HzYQSYsyXY.jpg', '/hi5OzlZAwf22xRRPLFbKnXNoZ9L.jpg', '/ldPnPw2Kx7ySUoDB9w8n7fOZqAb.jpg', '/AmCXHowNbUXpNf41dNrxNB0naM2.jpg', '/wsEOwBGt5hYWxCnhBvcW0MgbyTh.jpg', '/5zM4beIvrFKICiJXhQCqY3ORngR.jpg', '/6M5BxJoF7oZl50lnEo4rYG2K7G8.jpg', '/zVM2gbZhuipISCoALn6iEN1bmop.jpg', '/chjO3dDzkT7UzAZk1AGjXdbezyg.jpg', '/8kQhI2HGD1oB2wXHNqxRcElnmO3.jpg', '/wmvYoJHStQeQzrpqOM9tkvf1wwF.jpg', '/pAw8sFWinnfxKe906nSYDw6UsUr.jpg', '/v8NuPMfw0QSSpgeMuJp12Ijd52M.jpg', '/mRQ9URazBbImeV0NxHZsGS3Px7D.jpg', '/pqqJ2JN4vbXQBsjwzDDw8cSK2XL.jpg', '/48UNfVFZVr0jyMIlLPhzm8IIM7f.jpg', '/9kBsMW17rUk9O5BrBONCQUtSi7B.jpg', '/xLfq9wFO6dtYuUK96hbJ8I8EKFw.jpg', '/bxcgwmrxGOibH2uIhmXlq3cu7NH.jpg', '/rLm4OjcAbkMwUwXpbRETv9CYIqq.jpg', '/mUbHricJlXDV6I4L2Z7sgCs1kWK.jpg', '/6aCZxCqGJbvevvXUs4EQQ4pIIAh.jpg', None, '/796uxkUCyX1owa2gpYZfnalOyyd.jpg', '/AplV1ikSo3Zn93hhy5ht7Y7sQio.jpg', '/c2t6xSVbb4uTfpUPuT8LYMqGDvZ.jpg', None, '/zACDT51HnBvlA0WkcwuMKC5HscR.jpg', None, '/fYA8xm95u4papXddRvQrGRNDThF.jpg']",/kx77E8p5rnEmKxIhFT0qWCEMEik.jpg,62838
2719,18289,0,145000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",tt1229238,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]",2011-12-07,694713380.0,133.0,1278324215.0,20292600325.0,"['/3oWEuo0e8Nx8JvkqYCDec2iMY6K.jpg', '/g8gheNEdPSXWH5SnjfjTYWj5ziU.jpg', '/23e2uoNlpDvLumNic16fS2YjZjL.jpg', '/8PKEoH5PvQsBHsDtikc4qi7c077.jpg', '/8lm7D994A6rLVZSZ3OMBjDW7ZPb.jpg', '/lcHtWHTZX9f1ez8yLTyumG5Fwfd.jpg', '/qfp236BgZ8S8sfFJvDTd3gjB3Ml.jpg', '/p96BrJRQVzsIeZ3Dfe4MUSkGbWs.jpg', '/AkzSvrLAo3e4rFb1vrT7HzAQM6R.jpg', '/r89sCuJlxYOWGQh6JinCUYQXrDc.jpg', '/bDjPDDiSna8FN5rqHdheg2wIYYo.jpg', '/2ZyK2a1fKvUXlhKBORpqcMd4Uot.jpg', '/10PSqSu9Jlfh5rWLbN3YCr8N0P5.jpg', '/4mxZKgdem0sQ8hJd0Y7TREwq7TJ.jpg', '/xqL92MfcUjJ77c9B1SCkodQCfsl.jpg', '/2AWev6Jib3VJ3p2FPTxm7Erx81o.jpg']",/2XwJyYs6XNLaQuC1O2gbEHT3jxx.jpg,56292
2720,18291,0,50000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt1389137,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Vinyl Films', 'id': 485}, {'name': 'LBI Entertainment', 'id': 8518}]",2011-12-22,120081841.0,124.0,576359511.0,16375814956.0,"['/elSlNgV8xVifsbHpFsqrPGxJToZ.jpg', '/eYFHUWxTCNg6lPypJCaUQXhoUop.jpg', '/a7a2cG0wtkKZ9NpkVfmcyn0UvOU.jpg', '/eeJa2RQW0Nbi2ejon02wSz2tw0v.jpg', '/jQlbS2NZS7y7AZZanrihbEiYuYT.jpg', '/qTplz89WHXM4dGu0PVSarWEYHcO.jpg', '/xvFnSS0urK2ZCxjTaaq6OJNMiTO.jpg', '/37RM0m1mDJ4YxC3n7QgwpXSUpkp.jpg', '/91ANQZVoG0Xg2vVnqIhouHiNc4J.jpg', '/teo7hFo9EDifydLpPgV4ih2Bd0h.jpg', '/g9QYMQvFxfEXbkxcjX7rM2nGmcF.jpg', '/hefkrpjs4TtM7ogAFJnRiHkZiLw.jpg', '/jClb26jCOX9ZV99A6p88RdEunFk.jpg', '/soUIGlAqG8xEjNni1Vmj80xij0P.jpg', '/25qejfuGEozH68Xi3oFZF43aeRW.jpg']",/eWHjtfUybkQ5xXI5KUICuGmkvc3.jpg,74465
2721,18293,0,90000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",tt1568346,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Film Rites', 'id': 8083}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Yellow Bird', 'id': 33817}, {'name': 'Ground Control', 'id': 47479}]",2011-12-14,232617430.0,158.0,1537398532.0,2681538598716.0,"['/ehDxfhad9BRpjNeOEuWznASlnSG.jpg', '/7mHmLMDXIpGOGv0YKSukbv7VMIO.jpg', '/fauMGxa6dc86nHNenQ8X6DlE6YV.jpg', '/to8FHxK5fNSxNi0LGFt5lX4SFGq.jpg', '/hjWdhX7zEI0DkF7gA4hcEVcYCZl.jpg', '/tXfQTgcIEPP7gtVdJ44ZxZPhacn.jpg', '/jiYMK9prj46Qe4gmbKtBDE6YlSr.jpg', '/fgjpKio6sMD5AxOWQwAdgJQErhm.jpg', '/gmc4nZtGc6bge9DnriR57VYq0dA.jpg', '/uRapxZIWwfcmOl2rzlz77oCC1e4.jpg', '/4EIdAaVwAdSWcs2IfKBq5ysUdc7.jpg', '/hDb4UlbeTvvVK53Cmh7W0Ijo41h.jpg', '/c47DE7iv2mJqQ5qopr0DroeErs.jpg', '/zG4x2kuRTS3bx5l4cATSk98WMof.jpg', '/h6ndLvEolmMOQs2hhbSEZMomSUu.jpg', '/3eguw755Dl5a4PlDBAeOmTcgZLb.jpg', '/hVOJMPCINUI7GfRX2qRBrw6M8JW.jpg', '/gqNTtHmpiUs4bbGhHTNPSJUR6ZW.jpg', '/9QKuOwCNh3SBcKIbnxAqinhIIia.jpg', '/uk8OCXbEGXnkmKvf7EgVzfKq918.jpg', '/tTMBmDtvEBNOGl9JpvV9WXAqYw2.jpg', '/exeHARaKf37n093bRaDJ05rMNK6.jpg', '/hZNkwcZBizx8dnsASiVKUhXfrHe.jpg', '/aPEjHcnwFPDOfZR8wAlpxG1JH5j.jpg', None, '/ejV8INAVDvH6FLvmW12OT0SID6G.jpg', None, '/215m6UHCFodTbvhnNi2cGWcUZWT.jpg', '/bHeyVN07wHjjhbxTs3BlmbJXoVH.jpg', None, None, None, '/zvCkuNp4Oo3h2asQIjuGshVgPNv.jpg', '/ltkuawLKH0m4lE4xYBgMWHtY4WQ.jpg', None, '/o3LiGcSIoDJVthEzg8PTPlEck2r.jpg', '/ydDagSioDzusK92ySYzpFoRSpiL.jpg', None, '/ntZSOO4qBjLRUNi6YnJtgkycspa.jpg', '/6ZhmizT6lQnGAr7ayNHTSG9CoU3.jpg', None, '/3OmwzhtvNsHXIKqYrqGrzt4xCKp.jpg', '/z9glrN2fOwigc6fPmB4w0T0h8oQ.jpg', '/rxVFQqn008c1teP9yRa7kDW3bNT.jpg', '/nT8FlYEEScYpkUa1Ok8FOAyqYQE.jpg', None, '/aM0odVNHoENZ8yOFza0ozhwRlbo.jpg', '/aylKCZLLFuuT9OB5RyaTtNBr0kn.jpg', None, '/oInD4uw6HhVYQzYmbsVYdDI3zvV.jpg', None, None, '/oSkoNMqxbZ07sP4ln4Ji1avvO0u.jpg', '/m6PthmcT7DFtWNlcXtRxka5Bo6Z.jpg', '/7X8ziMt2wm9atI9T6sEWEShutie.jpg', '/ghP8i5zNAyWRQEbnp4QqJnEppjk.jpg', None, '/56VW2mUWfB9jckSZ8jf4Y2UgcY3.jpg', '/msIe4Oqod57KoHJiPOte5vPk93Z.jpg']",/dcBHejOsKvzVZVozWJAPzYthb8X.jpg,65754
2722,18294,0,30000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt1093357,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Bazelevs Production', 'id': 1038}, {'name': 'The Jacobson Company', 'id': 3638}, {'name': 'New Regency Pictures', 'id': 10104}]",2011-12-22,64626786.0,89.0,1.0,616981586019.0,"['/qSiUKKhJLD7LCZdfz7rQOhNpxO1.jpg', '/t0LJ5CIjwzUdHNkXQb0VhXIEVDA.jpg', '/kDzFwMc2WZZQD3No2ULn3G8Sj42.jpg', '/aylKCZLLFuuT9OB5RyaTtNBr0kn.jpg', '/l3Nln69A24hs5qB9BLNsCs8da3V.jpg', '/nSuAHtGh3u1wMS65QLYd0KnmLAu.jpg', '/icfjC4D6saHKCMXhoEUoK3mngzL.jpg', '/zRM4ekQodkCFPvbk9GenbedywIi.jpg', '/zCIHfiy7ngtneFZzVNmIhd6lRUA.jpg', None, '/2bqVjEzKDGSDowdO869OTngl0h5.jpg', '/iUdjsTZDXx0fwrqi2PByTqe4gzm.jpg', '/xEw1ISLh4ZUZqXypN8YoeDvqiUD.jpg', None, None]",,71469
2723,18297,0,75000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",tt1615918,"[{'name': 'Fox 2000 Pictures', 'id': 711}]",2011-12-14,342695435.0,87.0,919299373.0,20466340858.0,"['/67wSoVHxlOqtRhh3KJFBYf2qrDJ.jpg', '/aHSmsfJ48W59WlGB5ZiTjK67I0D.jpg', '/eEMwQevX14gDlQJO8V2aylS0zVP.jpg', '/pi1D8yQVmo0K5rXaq9dUo3Ic5oR.jpg', '/7TGXeHw4o86IBm6xknQotpludXK.jpg', '/l7wFN37wNnt4HYNz1Im94RkBwF7.jpg', '/puqSuyl7MMZvx2nnRVegk9uVlOS.jpg', '/irUHUE17vDaSSYsOOJAxnHyEiSo.jpg', '/jZQZ7Sp180TBBAfr8vl174AiEmT.jpg', '/b9o0qGfRqaQqehSiVw3VHfDmlP8.jpg', '/6QuMtbD8kmhpwWhFKfNzEvHRLOu.jpg']",/thoCDW89KWWaSYrbvUX0adPcg8S.jpg,55301
2724,18298,0,8000000.0,"[{'id': 18, 'name': 'Drama'}]",tt1602098,"[{'name': 'Chrysalis Films', 'id': 8717}]",2011-12-21,5634828.0,113.0,2000000.0,428954337880.0,"['/fF6tCfuvuUhaePm5onUNnIE4FvL.jpg', '/9vjaqsaoW9jzRaWMnbZ06g9KTgP.jpg', '/iQrBTHUtKVI2kN4u0hRKQz667cx.jpg', '/tcMcWOGJ7fPRxvHxZtzkb26ha79.jpg', '/pUTBk2sqFgg4aFBXHckD0qKLUYP.jpg', '/A6RyyQ4GeXl0ugnGrqGqBMQIgKh.jpg', '/fWppmbfAS5CVlndlsX8nlSj35Kw.jpg', '/nK8DmGEgzGXIbyv3VyK6j7M0Gvw.jpg', '/o43PwzXbUakOlpIjnprKlZzj7Mq.jpg', '/mQNSBTK93AXGGd5f0mbQqPhgBtY.jpg', None, '/yNwAo0LGS9fLd6Hathxt0wN6r9O.jpg', '/oLnknagfQqhwWr4x5be0KA9lqNy.jpg', '/nFeWufPvkdYOj4wyjF0zb9tL1rb.jpg', None, '/fVxhoT9udQl9UFXe3qa9cbUq3h4.jpg']",/2ZdPSluSqkggDp1nGqMCz1Odn4m.jpg,73873
2725,18306,0,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",tt1714209,"[{'name': 'FilmDistrict', 'id': 7263}]",2011-12-23,303877.0,127.0,1.0,617979312719.0,"['/sp3DxCZ1xFFxP0tGyMKiCQk0nNw.jpg', '/3L0bBollvrXMH7BcuUKpcMue8Lo.jpg', '/vXDEVZ9Rz0UzBpoI2ZVHBKpSu8.jpg', None, '/61W1hJQlBfGMpFgaElEGigXihRc.jpg', '/9SfItq5EFxkX0vjeFvQkhpzutp3.jpg', None, '/bItEKhUovrprh2pZo4hPjDmYhV.jpg', '/hbP9ku9cP8Q2cmdB9WIcpkPJaIL.jpg', '/kwpTRiP3qzTwh21trbBvrRSgkhS.jpg', None]",/nsxtg9MQG01hvud1vVEW9vvfukK.jpg,79777
2726,18338,0,1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt1560985,"[{'name': 'Room 101', 'id': 6302}, {'name': 'Prototype', 'id': 24048}]",2012-01-06,101758490.0,83.0,1.0,820098006612.0,"['/99zL11BezWcnqOYkiD9w9jhy05M.jpg', '/A8wskLFp0YidpN4ErgmO9oBuEJA.jpg', '/bQz4Lz8do2JwXQ1aQ8euYn0p8Ap.jpg', None, '/wEmbh1HYVfeonYhjCiCdugplx1W.jpg', '/v98s8QgimO6P3aRBd6lRTAdUcXS.jpg', None, None, None, '/cY9ewAGhoj76Jc9Cef0eooaOYK0.jpg']",,76487
2727,18341,0,25000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",tt1524137,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Leverage Management', 'id': 8536}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Farraday Films', 'id': 8538}, {'name': 'Leverage Entertainment', 'id': 8539}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Blueeyes Productions', 'id': 10970}]",2012-01-12,63100000.0,109.0,55089.0,224045204407.0,"['/tdPF78kdzxPcCwxKjPykq6u3y5Z.jpg', '/65dTlhxeyKq98VMgCY4k2HLkwH1.jpg', '/kETVqU8PMDM44wM5mxPeegdGt2F.jpg', '/mLQrEU7X7GD5V7i1clGRqpg8PVk.jpg', '/jPoNW5fugs5h8AbcE7H5OBm04Tm.jpg', '/pWDDkUPU83M11T95MrYYwWvB2BY.jpg', '/uH8sMbiMmy9sprKr1vJpoPBB40E.jpg', '/a5RwSg8YN9JW0VZqekIbiJlLVhJ.jpg', '/1FezGR2O9rvCBF9LISJ2dwIPWb7.jpg', '/1n1CTF6fi52BF407iQU6aMMKWFU.jpg', '/zPWpTV19nPLawd1E9A1jUDdcT2H.jpg', '/fDUMXqM9UALD86fiC076XVgitDO.jpg', '/eZBAmGqwG2q2bFWD3xLTLt69QAb.jpg', None, '/i2ES7umvi8CELcwtVkDFZNHOVZ2.jpg']",/Aml85bUldhLbVubYBk38ag8JmVK.jpg,77866
2728,18356,0,37000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt1564349,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Arc Productions', 'id': 10280}]",2011-09-23,95404397.0,113.0,23144499.0,214189763465.0,"['/oGJQhOpT8S1M56tvSsbEBePV5O1.jpg', '/3bgmRDt02iGFVjhqCqstVyEeiwG.jpg', '/zdIXPJyfpje8BGBjNQAe73CzSTx.jpg', '/zn5ueTFn51JQMzyu5aoIpVMfb48.jpg', '/hiGkNoiAwnUgY9XZ3YhiWMvKngi.jpg', '/gjZv4RQfPrOQEn0QRuR1G7HEz0D.jpg', '/lslMTXgUCRLqm1eLpyGTbbUThQc.jpg', '/oaFFhrfrD3al6XRVX2pXJ6eoz5v.jpg', '/wiQHkDuBXoiJ9J7DW8d0I1Yitn2.jpg', '/m4PCiwMlx2jjMaMZambyHOc4kl8.jpg', '/su6KMYwfr4qVXRjlXi4u0h16Fxg.jpg', '/nN84TihBQBwrchOfuptiQPxJDhS.jpg', '/AcAU5pKy5Rc9RvEn6EBDqPQDlZL.jpg', '/6AyzuqtaPKG8kyiFTdjQ21kXY1b.jpg', None, '/u998JoEG65aoAnWH0bji2jtq3TQ.jpg', '/11XyELcsZyzHUpFntf7aS3yFtVW.jpg', '/54t4HdXYQ0mqMyJgGFcPBwJYeMf.jpg', '/xYMkiZQuoramEeabUPnrtiS19vn.jpg']",/fahfWqqrdJwajrfEGmEOXQ1p9bm.jpg,62837
2729,18358,0,13000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",tt1007029,"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Canal+', 'id': 5358}, {'name': 'DJ Films', 'id': 5654}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'Yuk Films', 'id': 19749}]",2011-12-30,114956699.0,105.0,609841637.0,834687030894.0,"['/oTJj6bLpbmseLww03MOn0eDqYuh.jpg', '/17LzSGKGZElKVZZ51TIAMvHtQKJ.jpg', '/vI6FWizXNa5quCyIiTd06gxNQu1.jpg', '/50TV6UKJKjmqdn1GQNuuCIYHLzP.jpg', '/5bYvoJDOw4okAzSxJ1avXweUyA9.jpg', None, '/61lnHH0SvWv0W6ThmrhJ659srC9.jpg', '/vYEI5xJWJ6HKjPusvO2klAvez3J.jpg', '/uq7ED5TfV3IQkMDbUzsHD7KoarT.jpg', None, '/2cEUg6zA3XPXujBs9p0N07O18Ka.jpg', None, '/1gRhJ0TFdhXe9N4igKSoAGlfDP5.jpg', '/ROLw9EhtO44DPwdRrmX6RyFPZN.jpg', '/j606OvTGVLtETdAcoN7PZjSvXHG.jpg', '/t1I4m6x2aAki1pRueK6pxbi7j9s.jpg', '/oLBcHRhah5FxyodfZECIHCrROwG.jpg', None, '/mOncV8nKgN0sb6GsvBq2YrraEft.jpg', '/jMnSjjPQwCOAJ1kPRXLbh0WnsPa.jpg', '/59NNuOq2BUZPVVcjpzVBmj61Y77.jpg', '/h4nFGD3zGD3cCAJ6dkydQOgiWi9.jpg', '/j30wLavbX35RxxtjvMvCNK8Exsw.jpg', '/jreFHCg8golvAEbcwzKtPoqg6YZ.jpg', '/6aDMcyP67RfYmsjOPl0qVV0gSHC.jpg', '/mFE7r9hfFHxl2U55S64vGdNGmaZ.jpg', '/y71QhccNtxrU0XoX7Rc8EEuiy4H.jpg', '/75lIOuHRtfVj4nUoa66jpoaSyFX.jpg', '/oufazs9fACQgocDos8vEY5IW1Wr.jpg', '/f0rV6ZXr8W6BkSCFeJo2KXdnD4A.jpg', '/hj0DXrM67C9PIFnK81cE7m7hySk.jpg']",/zO3LLlhtTVbkrjwtSHJ86tlnVCy.jpg,71688
