,adult,budget,genres,imdb_id,production_companies,release_date,revenue,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross
12793,False,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0472071,"[{'name': 'BBC Films', 'id': 288}]",2007-09-13,8380329.0,97.0,1.0,1.0
12810,False,15000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",tt0800241,"[{'name': 'Lietuvos Kinostudija', 'id': 2064}, {'name': 'Scout Productions', 'id': 2065}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Castelao Producciones', 'id': 7956}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Future Films', 'id': 10843}, {'name': 'Filmax International', 'id': 12370}, {'name': 'Filmax Group', 'id': 12371}, {'name': 'Universum Film (UFA)', 'id': 12372}]",2008-01-18,5926410.0,111.0,1.0,1.0
12811,False,37000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",tt0482603,"[{'name': 'Starz Media', 'id': 2659}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Odyssey Entertainment', 'id': 3539}, {'name': 'Studiopolis', 'id': 81138}, {'name': 'Vanguard Animation', 'id': 81139}]",2008-07-17,63800345.0,81.0,1.0,1.0
12815,False,130000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",tt0409459,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DC Comics', 'id': 429}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",2009-03-05,185258983.0,163.0,1.0,1.0
12826,False,65000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0838283,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]",2008-07-25,128107642.0,98.0,1.0,1.0
12827,False,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0412536,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Ecosse Films', 'id': 1267}, {'name': 'HanWay Films', 'id': 2395}, {'name': 'UK Film Council', 'id': 2452}, {'name': '2 Entertain', 'id': 2689}, {'name': 'Zak Productions', 'id': 8881}, {'name': 'Brideshead Films', 'id': 11558}, {'name': 'Mestiere Cinema', 'id': 11559}]",2008-07-25,13204291.0,133.0,1.0,1.0
12828,False,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0443701,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ten Thirteen Productions', 'id': 545}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Crying Box Productions', 'id': 52145}]",2008-07-24,68369434.0,104.0,1.0,1.0
12840,False,700000.0,"[{'id': 18, 'name': 'Drama'}]",tt0801526,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Shadow Shows', 'id': 12976}, {'name': 'Corvid Pictures', 'id': 64683}]",2007-02-08,31576.0,77.0,1.0,1.0
12849,False,145000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",tt0859163,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Alphaville Films', 'id': 11462}, {'name': 'Sommers Company, The', 'id': 19643}]",2008-07-01,401128639.0,112.0,1.0,1.0
12850,False,21000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",tt1027862,"[{'name': 'Touchstone Pictures', 'id': 9195}]",2008-08-01,17600000.0,120.0,1.0,1.0
12851,False,15000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",tt0805570,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'GreeneStreet Films', 'id': 2152}, {'name': 'Midnight Picture Show', 'id': 22056}]",2008-08-07,3533227.0,98.0,1.0,1.0
12854,False,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0914797,"[{'name': 'Zininsa Film Production', 'id': 7653}, {'name': 'Intellectual Properties Worldwide', 'id': 18524}]",2008-08-06,4040588.0,110.0,1.0,1.0
12855,False,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0497465,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Gravier Productions', 'id': 1824}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Televisió de Catalunya (TV3)', 'id': 8530}, {'name': 'Antena 3 Televisión', 'id': 11737}, {'name': 'Mediapro', 'id': 12010}]",2008-08-15,96408652.0,96.0,1.0,1.0
12866,False,27000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt0910936,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Apatow Productions', 'id': 10105}]",2008-08-06,101624843.0,111.0,1.0,1.0
12873,False,27000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",tt1018785,[],2008-08-06,44352417.0,117.0,1.0,1.0
12875,False,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0974554,"[{'name': 'Lakeshore Entertainment', 'id': 126}]",2008-08-08,14894347.0,112.0,1.0,1.0
12883,False,92000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt0942385,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'Internationale Filmproduktion Stella-del-Sud Second', 'id': 12379}]",2008-08-09,188072649.0,107.0,1.0,1.0
12885,False,8500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",tt1185834,"[{'name': 'Lucasfilm', 'id': 1}]",2008-08-05,68282844.0,98.0,1.0,1.0
12888,False,8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",tt0490181,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Paradox Entertainment', 'id': 6819}, {'name': 'First Foot Films', 'id': 22110}]",2008-08-07,2033165.0,111.0,1.0,1.0
12893,False,45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",tt0452608,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Impact Pictures', 'id': 248}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Scion Films', 'id': 7419}, {'name': 'H2S2 Filmproduktionsgesellschaft', 'id': 28121}]",2008-08-22,73762516.0,105.0,1.0,1.0
12894,False,25000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt0852713,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Alta Loma Entertainment', 'id': 15636}]",2008-08-22,70442940.0,97.0,1.0,1.0
12896,False,15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",tt1031969,"[{'name': 'Fox Atomic', 'id': 2890}]",2008-08-20,8762890.0,102.0,1.0,1.0
12898,False,35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",tt0790686,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Castel Film Romania', 'id': 1370}, {'name': 'ASAF', 'id': 3273}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Luna Pictures', 'id': 15361}]",2008-08-15,72436439.0,110.0,1.0,1.0
12910,False,37000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt0887883,"[{'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Working Title Films', 'id': 10163}]",2008-09-05,163720069.0,96.0,1.0,1.0
12911,False,25000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",tt1213644,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'LionsGate', 'id': 7571}, {'name': '3 in the Box', 'id': 19248}]",2008-08-29,14109284.0,87.0,1.0,1.0
12912,False,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0364970,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Babylon', 'id': 11259}, {'name': 'Babylon Films Limited', 'id': 11260}, {'name': 'M6', 'id': 11261}, {'name': 'MNP Entreprise', 'id': 20240}]",2008-08-20,72108608.0,101.0,1.0,1.0
12913,False,22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0988047,"[{'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Crescendo Productions', 'id': 3314}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Overture Films', 'id': 12807}]",2008-08-23,23530831.0,114.0,1.0,1.0
12914,False,7000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0844671,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2008-08-28,6230276.0,94.0,1.0,1.0
12916,False,16000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt0430770,"[{'name': 'New Line Cinema', 'id': 12}]",2008-09-12,50007546.0,114.0,1.0,1.0
12921,False,60000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",tt0831887,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'Media Magik Entertainment', 'id': 5627}, {'name': 'Dark Lot Entertainment', 'id': 7375}, {'name': 'Continental Entertainment Group (CEG)', 'id': 7376}]",2008-12-25,39031337.0,103.0,1.0,1.0
12927,False,45000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0814022,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Initial Entertainment Group', 'id': 704}, {'name': 'Saturn Films', 'id': 831}, {'name': 'International Production Company', 'id': 1507}, {'name': 'Blue Star Pictures', 'id': 2779}, {'name': 'Living Films', 'id': 2877}, {'name': 'Bangkok Dangerous', 'id': 2878}]",2008-08-21,42487390.0,99.0,1.0,1.0
12941,False,79000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0492619,"[{'name': 'Gary Sanchez Productions', 'id': 4740}]",2006-06-24,245000.0,85.0,1.0,1.0
12944,False,60000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt1034331,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'InVenture Entertainment', 'id': 2831}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Nu-Image Films', 'id': 21543}]",2008-09-11,73174566.0,101.0,1.0,1.0
12945,False,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt0947802,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Overbrook Entertainment', 'id': 12485}]",2008-09-19,27640028.0,110.0,1.0,1.0
12946,False,4002313.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",tt0859760,"[{'name': 'Narrow Bridge Films', 'id': 6535}]",2007-08-31,6.0,98.0,1.0,1.0
12965,False,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",tt0800308,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Axon Films', 'id': 21106}]",2008-09-12,20211394.0,115.0,1.0,1.0
12966,False,45000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",tt1046997,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'On My Own', 'id': 20341}]",2008-09-15,9323833.0,160.0,1.0,1.0
12975,False,80000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",tt1059786,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'KMP Film Invest', 'id': 20157}]",2008-09-25,178066569.0,118.0,1.0,1.0
12976,False,27000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0455538,"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Intandem Films', 'id': 2731}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Film4', 'id': 9349}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Number 9 Films', 'id': 11752}]",2008-10-02,17286299.0,110.0,1.0,1.0
12980,False,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",tt0981227,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandate Pictures', 'id': 771}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Screen Gems', 'id': 3287}]",2008-10-03,32973937.0,89.0,1.0,1.0
12996,False,10000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",tt0307596,[],2003-05-24,25800.0,127.0,1.0,1.0
13000,False,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",tt0758774,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'De Line Pictures', 'id': 2609}, {'name': 'Warner Bros.', 'id': 6194}]",2008-10-10,113280098.0,128.0,1.0,1.0
13001,False,55000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",tt0970411,"[{'name': 'Playtone', 'id': 4171}, {'name': 'Walden Media', 'id': 10221}]",2008-10-07,17869048.0,90.0,1.0,1.0
13006,False,35000000.0,"[{'id': 28, 'name': 'Action'}]",tt0467197,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Collision Entertainment', 'id': 2179}, {'name': 'Abandon Entertainment', 'id': 2724}, {'name': 'Foxtor Productions', 'id': 2725}, {'name': 'Depth Entertainment', 'id': 11995}]",2008-10-15,85416905.0,100.0,1.0,1.0
13008,False,24000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt1007028,"[{'name': 'Blue Askew', 'id': 2599}, {'name': 'View Askew Productions', 'id': 16934}]",2008-09-18,42105111.0,102.0,1.0,1.0
13009,False,25100000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",tt1175491,"[{'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Global Entertainment Group', 'id': 2727}]",2008-10-17,29506464.0,131.0,1.0,1.0
13010,False,20000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",tt1046163,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'New Wave Entertainment', 'id': 2953}, {'name': 'Management 360', 'id': 4220}, {'name': 'Terra Firma Films', 'id': 7948}, {'name': 'Superfinger Entertainment', 'id': 12020}]",2008-09-19,36620508.0,101.0,1.0,1.0
13016,False,11000000.0,"[{'id': 12, 'name': 'Adventure'}]",tt0416212,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Overbrook Entertainment', 'id': 12485}]",2008-09-17,38105395.0,114.0,1.0,1.0
13018,False,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",tt1190617,"[{'name': 'Mpower Pictures', 'id': 5294}]",2008-10-03,7000000.0,83.0,1.0,1.0
13029,False,12000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt1082868,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Andale Pictures', 'id': 22791}]",2008-10-10,40855419.0,89.0,1.0,1.0
13034,False,30000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt0482572,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Solaris Film', 'id': 1001}, {'name': 'Avery Pix', 'id': 1565}, {'name': ""O'Connor Brothers"", 'id': 12066}, {'name': 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'id': 12067}]",2008-09-09,31148328.0,130.0,1.0,1.0
13036,False,40000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0469903,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'IDEA Filmproduktions', 'id': 59972}]",2008-10-10,9793496.0,130.0,1.0,1.0
13042,False,18000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",tt1032755,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Toff Guy Films', 'id': 2900}, {'name': 'Warner Bros.', 'id': 6194}]",2008-09-04,25739015.0,114.0,1.0,1.0
13053,False,150000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",tt0479952,"[{'name': 'DreamWorks Animation', 'id': 521}]",2008-10-30,603900354.0,89.0,1.0,1.0
13056,False,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",tt0861689,"[{'name': 'Rhombus Media', 'id': 164}, {'name': 'O2 Filmes', 'id': 345}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Bee Vine Pictures', 'id': 2439}, {'name': 'Alliance Films', 'id': 2514}, {'name': 'Asmik Ace Entertainment', 'id': 3033}, {'name': 'GAGA', 'id': 3656}, {'name': 'Fox Filmes do Brasil', 'id': 4887}, {'name': 'Ancine', 'id': 11547}, {'name': 'BNDES', 'id': 11548}, {'name': 'Cinema Investment', 'id': 11549}, {'name': 'Corus Entertainment', 'id': 11550}, {'name': 'Movie Central Network', 'id': 11551}]",2008-05-14,19844979.0,121.0,1.0,1.0
13057,False,55000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",tt0824747,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Relativity Media', 'id': 7295}]",2008-01-30,113020255.0,141.0,1.0,1.0
13059,False,32000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",tt0898367,"[{'name': '2929 Productions', 'id': 846}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Chockstone Pictures', 'id': 13649}]",2009-11-25,27635305.0,111.0,1.0,1.0
13060,False,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1010048,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Celador Films', 'id': 3573}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Film4', 'id': 9349}]",2008-05-12,377910544.0,120.0,1.0,1.0
13061,False,200000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt0830515,"[{'name': 'Eon Productions', 'id': 7576}]",2008-10-30,586090727.0,106.0,1.0,1.0
13064,False,28000000.0,"[{'id': 35, 'name': 'Comedy'}]",tt0430922,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Internationale Filmproduktion Stella-del-Süd', 'id': 3075}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'WideAwake', 'id': 28787}, {'name': 'Stuber/Parent', 'id': 67334}]",2008-02-03,92380927.0,99.0,1.0,1.0
13092,False,10800000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1132626,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Twisted Pictures', 'id': 2061}]",2008-10-23,113857533.0,92.0,1.0,1.0
13096,False,19000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",tt1135985,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Alloy Entertainment', 'id': 10067}, {'name': 'Goldcrest Pictures', 'id': 11843}]",2008-10-16,18755936.0,109.0,1.0,1.0
13098,False,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",tt0887971,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'Insight Film Studios', 'id': 2865}, {'name': 'Redwood Palms Pictures', 'id': 4297}, {'name': 'Victoria Filmproduktion', 'id': 5319}, {'name': 'Proud Mary Entertainment', 'id': 5321}, {'name': 'Aloe Entertainment', 'id': 5322}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Province of British Columbia Film Incentive BC', 'id': 11567}, {'name': 'Angry Films', 'id': 12087}]",2008-10-27,391410.0,108.0,1.0,1.0
13100,False,20000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",tt1014775,"[{'name': 'Walt Disney Pictures', 'id': 2}]",2008-10-03,149281606.0,91.0,1.0,1.0
13128,False,130000000.0,"[{'id': 18, 'name': 'Drama'}]",tt0455824,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'ScreenWest', 'id': 7888}]",2008-11-18,49554002.0,165.0,1.0,1.0
13129,False,150000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",tt0397892,"[{'name': 'Walt Disney Animation Studios', 'id': 6125}]",2008-11-21,309979994.0,98.0,1.0,1.0
13131,False,20000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",tt1013753,"[{'name': 'Focus Features', 'id': 10146}]",2008-11-26,54586584.0,128.0,1.0,1.0
13133,False,37000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt1099212,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Imprint Entertainment', 'id': 5218}, {'name': 'Goldcrest Pictures', 'id': 11843}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'Twilight Productions', 'id': 57750}]",2008-11-20,392616625.0,122.0,1.0,1.0
13135,False,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",tt1129442,"[{'name': 'Europa Corp', 'id': 1075}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}]",2008-11-26,108979549.0,104.0,1.0,1.0
13136,False,80000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",tt0369436,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Type A Films', 'id': 2308}, {'name': 'Ott Medien', 'id': 2795}, {'name': 'Wild West Picture Show Productions', 'id': 2796}]",2008-11-26,163733697.0,88.0,1.0,1.0
13137,False,12500000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",tt0914798,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Heyday Films', 'id': 7364}]",2008-05-07,20416563.0,94.0,1.0,1.0
13138,False,3500000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt0409345,"[{'name': 'Blue Rider Pictures', 'id': 2623}, {'name': 'Lago Films', 'id': 2624}, {'name': 'See Film', 'id': 68355}]",2008-02-08,1115493.0,97.0,1.0,1.0
13140,False,500000.0,"[{'id': 18, 'name': 'Drama'}]",tt1129423,"[{'name': 'Carmel Entertainment', 'id': 3290}, {'name': 'Provident Films', 'id': 3291}, {'name': 'Samuel Goldwyn Films', 'id': 9118}, {'name': 'Affirm Films', 'id': 10156}, {'name': 'Sherwood Pictures', 'id': 41967}]",2008-09-26,33456317.0,122.0,1.0,1.0
